sub_category_name,sub_category_url,product_name,website,product_price,image1,image2,image3,description,product_url
Hülsenfrüchte,https://sortiment.lidl.ch/de/obst-gemuse/hulsenfruchte,Ebly Zartweizen,lidl.ch,6.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/9/8998_PSXX.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/17137/s/ebly-zartweizen-0008998/category/149/
Hülsenfrüchte,https://sortiment.lidl.ch/de/obst-gemuse/hulsenfruchte,Bio Quinoa tricolore / weiss,lidl.ch,3.55,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/1/1/119437_Tricolore_PSXX.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/1/1/119437_Weiss_PSXX.jpg,,,https://sortiment.lidl.ch/de/catalog/product/view/id/12437/s/bio-quinoa-tricolore-weiss-0119437/category/149/
Hülsenfrüchte,https://sortiment.lidl.ch/de/obst-gemuse/hulsenfruchte,Bio Hülsenfrüchte,lidl.ch,1.89,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/1/1/119562_Erbsen_PSXX.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/1/1/119562_Kichererbsen_PSXX.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/1/1/119562_Linsen_PSXX.jpg,diverse Sorten,https://sortiment.lidl.ch/de/catalog/product/view/id/12412/s/bio-huelsenfruechte-0119562/category/149/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Pfirsiche,lidl.ch,2.99,,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/21521/s/pfirsiche-0080401/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Nektarinen,lidl.ch,2.99,,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/21520/s/nektarinen-0080386/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Kirschen im Beutel,lidl.ch,9.9,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80356_KirschenmitBeutel_PSXX.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/21511/s/kirschen-im-beutel-0080356/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Avocado,lidl.ch,1.29,,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/21369/s/avocado-0080737/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Schweizer Apfel grün,lidl.ch,2.19,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80189_OGAX.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/20970/s/schweizer-apfel-gruen-0080189/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Avocado,lidl.ch,1.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80620_OGAX.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/20677/s/avocado-0080620/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Orangen,lidl.ch,4.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80144_OGAX.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/20675/s/orangen-0080144/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Bio Ingwer lose,lidl.ch,4.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/1/81724_Bio_Ingwer_lose_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/20297/s/bio-ingwer-lose-0081724/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Beerenmix,lidl.ch,4.49,,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/19452/s/beerenmix-0080871/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Schweizer Erdbeeren,lidl.ch,5.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80810_OGAX.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80810_OGFG.jpg,,,https://sortiment.lidl.ch/de/catalog/product/view/id/19373/s/schweizer-erdbeeren-0080810/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Bio Baby Wassermelone,lidl.ch,2.75,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/1/81654_OGAX.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/1/81654_OGFG.jpg,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/19372/s/bio-baby-wassermelone-0081654/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Zuckermelone Piel de Sapo,lidl.ch,2.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80580_OGAX.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80580_OGFG.jpg,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/19371/s/zuckermelone-piel-de-sapo-0080580/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Honigmelone,lidl.ch,1.69,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80550_OGAX.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80550_OGFG.jpg,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/19370/s/honigmelone-0080550/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Kiwi,lidl.ch,3.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80680_OGAX.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80680_OGFG.jpg,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/19106/s/kiwi-0080680/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Cantaloupmelone,lidl.ch,2.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80535_OGAX.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80535_OGFG.jpg,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/18877/s/cantaloupmelone-0080535/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Galiamelone,lidl.ch,2.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80545_OGAX.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80545_OGFG.jpg,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/18728/s/galiamelone-0080545/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Mandarinen,lidl.ch,3.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80090_OGAX.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80090_OGFG.jpg,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/18500/s/mandarinen-0080090/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Mango,lidl.ch,2.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80715_PSXX.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/18376/s/mango-0080715/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Heidelbeeren,lidl.ch,3.95,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80818_Heidelbeeren_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/15968/s/heidelbeeren-0080818/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Kirschen,lidl.ch,3.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80363_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/15878/s/kirschen-0080363/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Fairtrade Baby Bananen,lidl.ch,3.69,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80021_OGFG.jpg,,,"Herkunft, Ecuador",https://sortiment.lidl.ch/de/catalog/product/view/id/15826/s/fairtrade-baby-bananen-0080021/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Zitronen,lidl.ch,1.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80171_OGAX.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/15786/s/zitronen-0080171/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Bio Birnen,lidl.ch,2.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/1/81580_OGAX.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/1/81580_OGFG.jpg,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/14749/s/bio-birnen-0081580/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Saftorangen,lidl.ch,2.1,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80155_OGFG_1.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/14074/s/saftorangen-0080155/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Baby Wassermelonen,lidl.ch,1.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80537_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/13976/s/baby-wassermelonen-0080537/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Limette,lidl.ch,0.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80066_OGFG_1.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/13946/s/limette-0080066/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Schweizer Äpfel rot,lidl.ch,3.69,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80229_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/13891/s/schweizer-aepfel-rot-0080229/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Schweizer Äpfel rot,lidl.ch,2.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80220_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/13737/s/schweizer-aepfel-rot-0080220/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Orangen,lidl.ch,1.95,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80135_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/13690/s/orangen-0080135/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Mango,lidl.ch,1.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80711_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/12928/s/mango-0080711/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Bio Kiwi grün,lidl.ch,2.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/1/81676_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12921/s/bio-kiwi-gruen-0081676/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Bio Avocado,lidl.ch,1.39,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/1/81671_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12919/s/bio-avocado-0081671/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Fairtrade Passionsfrucht,lidl.ch,0.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80747_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12916/s/fairtrade-passionsfrucht-0080747/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Physalis,lidl.ch,1.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80735_OGFG_2.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12913/s/physalis-0080735/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Papaya,lidl.ch,2.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80725_OGFG_1.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12911/s/papaya-0080725/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Kiwi Gold,lidl.ch,2.19,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80690_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12906/s/kiwi-gold-0080690/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Kiwi,lidl.ch,0.65,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80676_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12905/s/kiwi-0080676/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Kaki,lidl.ch,0.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80656_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12902/s/kaki-0080656/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Granatapfel,lidl.ch,1.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80646_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12901/s/granatapfel-0080646/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Avocado,lidl.ch,1.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80619_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12896/s/avocado-0080619/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Ananas Extra sweet,lidl.ch,2.29,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80611_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12895/s/ananas-extra-sweet-0080611/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Grapefruit,lidl.ch,0.59,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80041_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12893/s/grapefruit-0080041/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Mandarinen,lidl.ch,2.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80085_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12891/s/mandarinen-0080085/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Bio Zitronen,lidl.ch,1.49,,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12890/s/bio-zitronen-0081540/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Bio Zitronen,lidl.ch,0.45,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/1/81536_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12889/s/bio-zitronen-0081536/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Bio Orangen,lidl.ch,1.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/1/81532_PSXX.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12888/s/bio-orangen-0081532/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Zitrone,lidl.ch,0.39,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80161_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12885/s/zitrone-0080161/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Orangen,lidl.ch,2.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80142_OGAX.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12882/s/orangen-0080142/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Bio Heidelbeeren,lidl.ch,1.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/1/81685_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12866/s/bio-heidelbeeren-0081685/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Himbeeren,lidl.ch,3.59,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80838_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12863/s/himbeeren-0080838/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Himbeeren,lidl.ch,1.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80835_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12862/s/himbeeren-0080835/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Heidelbeeren,lidl.ch,2.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80823_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12860/s/heidelbeeren-0080823/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Schweizer Erdbeeren,lidl.ch,4.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80801_OGFG_1.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/12852/s/schweizer-erdbeeren-0080801/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Brombeeren,lidl.ch,1.69,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80790_OGAX.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80790_OGFG.jpg,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12851/s/brombeeren-0080790/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Plattpfirsiche,lidl.ch,2.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80446_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12850/s/plattpfirsiche-0080446/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Bio Nektarinen,lidl.ch,2.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/1/81591_OGAX.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/1/81591_OGFG.jpg,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12846/s/bio-nektarinen-0081591/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Plattnektarinen,lidl.ch,2.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80451_OGAX.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12843/s/plattnektarinen-0080451/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Plattpfirsiche,lidl.ch,4.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80445_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12842/s/plattpfirsiche-0080445/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Pflaumen dunkel,lidl.ch,2.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80415_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12839/s/pflaumen-dunkel-0080415/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Pflaumen,lidl.ch,3.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80410_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12838/s/pflaumen-0080410/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Pfirsiche,lidl.ch,3.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80403_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12836/s/pfirsiche-0080403/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Pfirsiche,lidl.ch,4.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80395_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12835/s/pfirsiche-0080395/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Nektarinen,lidl.ch,3.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80388_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12834/s/nektarinen-0080388/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Nektarinen,lidl.ch,2.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80380_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12832/s/nektarinen-0080380/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Kirschen,lidl.ch,12.9,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80355_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12831/s/kirschen-0080355/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Aprikosen,lidl.ch,4.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80346_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/12830/s/aprikosen-0080346/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Aprikosen,lidl.ch,5.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80340_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12828/s/aprikosen-0080340/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Schweizer Äpfel grün,lidl.ch,2.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80188_OGAX.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80188_OGFG.jpg,,,https://sortiment.lidl.ch/de/catalog/product/view/id/12827/s/schweizer-aepfel-gruen-0080188/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Schweizer Bio Äpfel rot,lidl.ch,2.45,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/1/81560_OGFG.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/1/81560_PSXX.jpg,,,https://sortiment.lidl.ch/de/catalog/product/view/id/12824/s/schweizer-bio-aepfel-rot-0081560/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Nashi Birnen,lidl.ch,0.75,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80316_NashiBirnen_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12821/s/nashi-birnen-0080316/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Birnen,lidl.ch,2.39,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80281_OGFG.jpg,,,"Herkunft, variabel",https://sortiment.lidl.ch/de/catalog/product/view/id/12817/s/birnen-0080281/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Birnen lose,lidl.ch,2.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80275_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/12816/s/birnen-lose-0080275/category/150/
Früchte,https://sortiment.lidl.ch/de/obst-gemuese/obst,Schweizer Äpfel rot,lidl.ch,3.95,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80236_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/12815/s/schweizer-aepfel-rot-0080236/category/150/
