product_name,website,product_price,image1,image2,image3,description,product_url
Himbeeren,lidl.ch,3.59,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80838_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/12863/s/himbeeren-0080838/category/64/
Himbeeren,lidl.ch,1.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80835_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/12862/s/himbeeren-0080835/category/64/
Heidelbeeren,lidl.ch,2.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80823_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/12860/s/heidelbeeren-0080823/category/64/
Schweizer Erdbeeren,lidl.ch,4.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80801_OGFG_1.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/12852/s/schweizer-erdbeeren-0080801/category/64/
Brombeeren,lidl.ch,1.69,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80790_OGAX.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80790_OGFG.jpg,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/12851/s/brombeeren-0080790/category/64/
Plattpfirsiche,lidl.ch,2.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80446_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/12850/s/plattpfirsiche-0080446/category/64/
Bio Nektarinen,lidl.ch,2.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/1/81591_OGAX.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/1/81591_OGFG.jpg,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/12846/s/bio-nektarinen-0081591/category/64/
Plattnektarinen,lidl.ch,2.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80451_OGAX.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/12843/s/plattnektarinen-0080451/category/64/
Plattpfirsiche,lidl.ch,4.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80445_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/12842/s/plattpfirsiche-0080445/category/64/
Pflaumen dunkel,lidl.ch,2.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80415_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/12839/s/pflaumen-dunkel-0080415/category/64/
Pflaumen,lidl.ch,3.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80410_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/12838/s/pflaumen-0080410/category/64/
Pfirsiche,lidl.ch,3.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80403_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/12836/s/pfirsiche-0080403/category/64/
Pfirsiche,lidl.ch,4.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80395_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/12835/s/pfirsiche-0080395/category/64/
Nektarinen,lidl.ch,3.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80388_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/12834/s/nektarinen-0080388/category/64/
Nektarinen,lidl.ch,2.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80380_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/12832/s/nektarinen-0080380/category/64/
Kirschen,lidl.ch,12.9,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80355_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/12831/s/kirschen-0080355/category/64/
Aprikosen,lidl.ch,4.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80346_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/12830/s/aprikosen-0080346/category/64/
Aprikosen,lidl.ch,5.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80340_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/12828/s/aprikosen-0080340/category/64/
Schweizer Äpfel grün,lidl.ch,2.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80188_OGAX.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80188_OGFG.jpg,,,https://sortiment.lidl.ch/de/catalog/product/view/id/12827/s/schweizer-aepfel-gruen-0080188/category/64/
Schweizer Bio Äpfel rot,lidl.ch,2.45,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/1/81560_OGFG.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/1/81560_PSXX.jpg,,,https://sortiment.lidl.ch/de/catalog/product/view/id/12824/s/schweizer-bio-aepfel-rot-0081560/category/64/
Nashi Birnen,lidl.ch,0.75,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80316_NashiBirnen_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/12821/s/nashi-birnen-0080316/category/64/
Birnen,lidl.ch,2.39,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80281_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/12817/s/birnen-0080281/category/64/
Birnen lose,lidl.ch,2.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80275_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/12816/s/birnen-lose-0080275/category/64/
Schweizer Äpfel rot,lidl.ch,3.95,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80236_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/12815/s/schweizer-aepfel-rot-0080236/category/64/
Schweizer Äpfel rot,lidl.ch,2.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80227_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/12813/s/schweizer-aepfel-rot-0080227/category/64/
Äpfel Pink Lady,lidl.ch,4.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80215_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/12812/s/aepfel-pink-lady-0080215/category/64/
Schweizer Äpfel grün,lidl.ch,2.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80185_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/12810/s/schweizer-aepfel-gruen-0080185/category/64/
Wassermelone,lidl.ch,1.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80575_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/12806/s/wassermelone-0080575/category/64/
Wassermelone,lidl.ch,1.29,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80570_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/12805/s/wassermelone-0080570/category/64/
Trauben hell kernlos,lidl.ch,1.75,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80505_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/12790/s/trauben-hell-kernlos-0080505/category/64/
Trauben rot,lidl.ch,2.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80490_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/12789/s/trauben-rot-0080490/category/64/
Trauben rot kernlos,lidl.ch,2.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80485_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/12788/s/trauben-rot-kernlos-0080485/category/64/
Trauben Mix,lidl.ch,2.39,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80475_OGFG_1.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/12786/s/trauben-mix-0080475/category/64/
Bananen,lidl.ch,1.19,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/0/80000_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/12780/s/bananen-0080000/category/64/
Bio Quinoa tricolore / weiss,lidl.ch,3.55,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/1/1/119437_Tricolore_PSXX.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/1/1/119437_Weiss_PSXX.jpg,,,https://sortiment.lidl.ch/de/catalog/product/view/id/12437/s/bio-quinoa-tricolore-weiss-0119437/category/64/
Bio Hülsenfrüchte,lidl.ch,1.89,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/1/1/119562_Erbsen_PSXX.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/1/1/119562_Kichererbsen_PSXX.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/1/1/119562_Linsen_PSXX.jpg,diverse Sorten,https://sortiment.lidl.ch/de/catalog/product/view/id/12412/s/bio-huelsenfruechte-0119562/category/64/
Schweizer Blumenkohl,lidl.ch,3.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82875_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11887/s/schweizer-blumenkohl-0082875/category/64/
Schweizer Weisskabis,lidl.ch,1.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82955_2_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11879/s/schweizer-weisskabis-0082955/category/64/
Schweizer Pak Choi,lidl.ch,2.79,,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11876/s/schweizer-pak-choi-0082922/category/64/
Schweizer Chinakohl,lidl.ch,3.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82910_OGFG_1.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11874/s/schweizer-chinakohl-0082910/category/64/
Broccoli,lidl.ch,1.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82904_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/11873/s/broccoli-0082904/category/64/
Schweizer Broccoli,lidl.ch,4.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82895_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11872/s/schweizer-broccoli-0082895/category/64/
Schweizer Eisbergsalat,lidl.ch,1.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82031_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11867/s/schweizer-eisbergsalat-0082031/category/64/
Rucola,lidl.ch,0.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82135_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/11865/s/rucola-0082135/category/64/
Schweizer Eichblattsalat,lidl.ch,1.89,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82026_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11862/s/schweizer-eichblattsalat-0082026/category/64/
Schweizer Kopfsalat,lidl.ch,1.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82071_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11861/s/schweizer-kopfsalat-0082071/category/64/
Schweizer Bio Rucola,lidl.ch,1.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/4/84520_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11858/s/schweizer-bio-rucola-0084520/category/64/
Schweizer Bio Eisbergsalat,lidl.ch,2.39,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/4/84505_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11855/s/schweizer-bio-eisbergsalat-0084505/category/64/
Schweizer Bio Eichblattsalat,lidl.ch,1.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/4/84425_OGFG_1.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11854/s/schweizer-bio-eichblattsalat-0084425/category/64/
Schweizer Kopfsalatherzen,lidl.ch,2.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82150_OGAX.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82150_OGFG.jpg,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11852/s/schweizer-kopfsalatherzen-0082150/category/64/
Schweizer Triosalat mit,lidl.ch,1.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82114_OGFG.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82114_OGFG_001.jpg,,Wurzelballen,https://sortiment.lidl.ch/de/catalog/product/view/id/11849/s/schweizer-triosalat-mit-0082114/category/64/
Schweizer Kopfsalat rot,lidl.ch,1.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82072_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11848/s/schweizer-kopfsalat-rot-0082072/category/64/
Schweizer Kopfsalatherzen,lidl.ch,2.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82069_OGFG.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82069_OGFG_001.jpg,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11847/s/schweizer-kopfsalatherzen-0082069/category/64/
Endivien Lavata,lidl.ch,1.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82041_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/11845/s/endivien-lavata-0082041/category/64/
Schweizer Bio Rispentomaten,lidl.ch,4.29,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/4/84570_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11841/s/schweizer-bio-rispentomaten-0084570/category/64/
Schweizer Bio Dattelcherry-,lidl.ch,3.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/4/84560_OGFG.jpg,,,tomaten,https://sortiment.lidl.ch/de/catalog/product/view/id/11839/s/schweizer-bio-dattelcherry--0084560/category/64/
Schweizer Tomaten San Marzano,lidl.ch,4.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82505_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11836/s/schweizer-tomaten-san-marzano-0082505/category/64/
Schweizer Tomaten Coeur de Boeuf,lidl.ch,4.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82500_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11835/s/schweizer-tomaten-coeur-de-boeuf-0082500/category/64/
Schweizer Tomaten,lidl.ch,3.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82480_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11832/s/schweizer-tomaten-0082480/category/64/
Romatomaten,lidl.ch,1.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82446_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/11830/s/romatomaten-0082446/category/64/
Schweizer Cherry-Rispentomaten,lidl.ch,3.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82437_OGFG_1.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11829/s/schweizer-cherry-rispentomaten-0082437/category/64/
Bio Zucchetti,lidl.ch,3.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/4/84545_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/11819/s/bio-zucchetti-0084545/category/64/
Schweizer Auberginen,lidl.ch,3.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82180_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11818/s/schweizer-auberginen-0082180/category/64/
Bio Gurke,lidl.ch,2.29,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/4/84535_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/11816/s/bio-gurke-0084535/category/64/
Schweizer Zucchetti,lidl.ch,3.95,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82345_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11808/s/schweizer-zucchetti-0082345/category/64/
Stangenbohnen,lidl.ch,2.29,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82327_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/11807/s/stangenbohnen-0082327/category/64/
Schweizer Spinat,lidl.ch,3.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82319_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11806/s/schweizer-spinat-0082319/category/64/
Spargeln grün,lidl.ch,3.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82302_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/11803/s/spargeln-gruen-0082302/category/64/
Spargelspitzen grün,lidl.ch,4.39,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82299_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/11802/s/spargelspitzen-gruen-0082299/category/64/
Schweizer Radieschen,lidl.ch,1.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82275_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11801/s/schweizer-radieschen-0082275/category/64/
Schweizer Stangenlauch,lidl.ch,4.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82255_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11798/s/schweizer-stangenlauch-0082255/category/64/
Schweizer Gurke Nostrano,lidl.ch,3.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82225_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11795/s/schweizer-gurke-nostrano-0082225/category/64/
Buschbohnen,lidl.ch,2.29,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82212_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/11792/s/buschbohnen-0082212/category/64/
Schweizer Bio Zwiebeln,lidl.ch,2.19,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/4/84665_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11791/s/schweizer-bio-zwiebeln-0084665/category/64/
Schweizer Bio Kartoffeln,lidl.ch,2.29,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/4/84660_OGFG.jpg,,,festkochend,https://sortiment.lidl.ch/de/catalog/product/view/id/11788/s/schweizer-bio-kartoffeln-0084660/category/64/
Schweizer Zwiebeln,lidl.ch,2.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/3/83333_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11786/s/schweizer-zwiebeln-0083333/category/64/
Schweizer Zwiebeln gelb,lidl.ch,1.39,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/3/83325_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11785/s/schweizer-zwiebeln-gelb-0083325/category/64/
Baked Potatoes,lidl.ch,5.6,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/3/83318_OGAX.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/3/83318_OGFG.jpg,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11784/s/baked-potatoes-0083318/category/64/
Schweizer Frühkartoffeln,lidl.ch,2.49,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/3/83142_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11778/s/schweizer-fruehkartoffeln-0083142/category/64/
Schweizer Gartenkräuter,lidl.ch,2.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/3/83090_Basilikum_PSXX.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/3/83090_Petersilie_gekraust_PSXX.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/3/83090_Petersilie_glatt_PSXX.jpg,,https://sortiment.lidl.ch/de/catalog/product/view/id/11774/s/schweizer-gartenkraeuter-0083090/category/64/
Champignons weiss,lidl.ch,1.59,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/3/83017_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/11766/s/champignons-weiss-0083017/category/64/
Schweizer Champignons,lidl.ch,1.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/3/83015_OGFG.jpg,,,weiss,https://sortiment.lidl.ch/de/catalog/product/view/id/11765/s/schweizer-champignons-0083015/category/64/
Schweizer Champignons,lidl.ch,1.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/3/83006_OGFG.jpg,,,braun,https://sortiment.lidl.ch/de/catalog/product/view/id/11763/s/schweizer-champignons-0083006/category/64/
Zuckermais gekocht,lidl.ch,1.69,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82864_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/11762/s/zuckermais-gekocht-0082864/category/64/
Schweizer Bio Randen,lidl.ch,3.95,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/4/84634_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11759/s/schweizer-bio-randen-0084634/category/64/
Schweizer Bio Rüebli,lidl.ch,2.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/4/84611_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11755/s/schweizer-bio-rueebli-0084611/category/64/
Schweizer Bio Fenchel,lidl.ch,3.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/4/84605_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11754/s/schweizer-bio-fenchel-0084605/category/64/
Zuckermais,lidl.ch,2.79,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82860_OGAX.jpg,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82860_OGFG.jpg,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/11747/s/zuckermais-0082860/category/64/
Schweizer Stangensellerie,lidl.ch,4.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82845_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11746/s/schweizer-stangensellerie-0082845/category/64/
Schweizer Rettich,lidl.ch,1.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82811_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11742/s/schweizer-rettich-0082811/category/64/
Schweizer Knollensellerie,lidl.ch,2.29,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82720_OGFG.jpg,,,,https://sortiment.lidl.ch/de/catalog/product/view/id/11738/s/schweizer-knollensellerie-0082720/category/64/
Knoblauch,lidl.ch,0.99,https://sortiment.lidl.ch/media/catalog/product/cache/b4d8daca087e724c0fba4501ead491d0/8/2/82711_OGFG.jpg,,,Herkunft: variabel,https://sortiment.lidl.ch/de/catalog/product/view/id/11737/s/knoblauch-0082711/category/64/
