sub_category,brand_name,product_name,price,pdp_url,competitor_name
Zobne prhe,PHILIPS,"Trimer All-in-One 7000 17 v 1, 1 kos","89,95 €",https://www.dm.si/p/d/3115312/philips-trimer-all-in-one-7000-17-v-1,dm
Zobne prhe,PHILIPS,"Brivnik Shaver Series 5000X za mokro in suho..., 1 kos","79,95 €",https://www.dm.si/p/d/3109382/philips-brivnik-shaver-series-5000x-za-mokro-in-suho-britje,dm
Zobne prhe,PHILIPS,"Urejevalnik brade 5000 BT5515, 1 kos","62,95 €",https://www.dm.si/p/d/3129776/philips-urejevalnik-brade-5000-bt5515,dm
Zobne prhe,PHILIPS,"Brivnik za nosne in ušesne dlačice NT1000, 1 kos","16,95 €",https://www.dm.si/p/d/3107347/philips-brivnik-za-nosne-in-usesne-dlacice-nt1000,dm
Zobne prhe,PHILIPS OneBlade,"Nadomestne glave za brivnik 360 blade, 1 kos","24,95 €",https://www.dm.si/p/d/1916523/philips-oneblade-nadomestne-glave-za-brivnik-360-blade,dm
Zobne prhe,PHILIPS OneBlade,"Nadomestne glave za brivnik 360 blade, 3 kos","35,95 €",https://www.dm.si/p/d/1574418/philips-oneblade-nadomestne-glave-za-brivnik-360-blade,dm
Zobne prhe,PHILIPS OneBlade,"Nadomestne glave za brivnik OneBlade Intimate, 2 kos","28,95 €",https://www.dm.si/p/d/2723004/philips-oneblade-nadomestne-glave-za-brivnik-oneblade-intimate,dm
Oprema za dojenčka in otroka,PHILIPS OneBlade,"Brivnik OneBlade Intimate, 1 kos","24,95 €",https://www.dm.si/p/d/2722995/philips-oneblade-brivnik-oneblade-intimate,dm
Oprema za dojenčka in otroka,PHILIPS,"Trimer All-in-One 5000 10 v 1, 1 kos","49,95 €",https://www.dm.si/p/d/3103647/philips-trimer-all-in-one-5000-10-v-1,dm
Oprema za dojenčka in otroka,PHILIPS,"Brivnik za glavo Shaver Series 5000, 1 kos","69,95 €",https://www.dm.si/p/d/3127724/philips-brivnik-za-glavo-shaver-series-5000,dm
Oprema za dojenčka in otroka,PHILIPS,"Trimer All-in-One 7000 17 v 1, 1 kos","89,95 €",https://www.dm.si/p/d/3115312/philips-trimer-all-in-one-7000-17-v-1,dm
Oprema za dojenčka in otroka,PHILIPS,"Brivnik Shaver Series 5000X za mokro in suho..., 1 kos","79,95 €",https://www.dm.si/p/d/3109382/philips-brivnik-shaver-series-5000x-za-mokro-in-suho-britje,dm
Oprema za dojenčka in otroka,PHILIPS,"Urejevalnik brade 5000 BT5515, 1 kos","62,95 €",https://www.dm.si/p/d/3129776/philips-urejevalnik-brade-5000-bt5515,dm
Oprema za dojenčka in otroka,PHILIPS,"Brivnik za nosne in ušesne dlačice NT1000, 1 kos","16,95 €",https://www.dm.si/p/d/3107347/philips-brivnik-za-nosne-in-usesne-dlacice-nt1000,dm
Oprema za dojenčka in otroka,PHILIPS OneBlade,"Nadomestne glave za brivnik 360 blade, 1 kos","24,95 €",https://www.dm.si/p/d/1916523/philips-oneblade-nadomestne-glave-za-brivnik-360-blade,dm
Oprema za dojenčka in otroka,PHILIPS OneBlade,"Nadomestne glave za brivnik 360 blade, 3 kos","35,95 €",https://www.dm.si/p/d/1574418/philips-oneblade-nadomestne-glave-za-brivnik-360-blade,dm
Oprema za dojenčka in otroka,PHILIPS OneBlade,"Nadomestne glave za brivnik OneBlade Intimate, 2 kos","28,95 €",https://www.dm.si/p/d/2723004/philips-oneblade-nadomestne-glave-za-brivnik-oneblade-intimate,dm
Z dojenčkom in otrokom na poti,PHILIPS OneBlade,"Brivnik OneBlade Intimate, 1 kos","24,95 €",https://www.dm.si/p/d/2722995/philips-oneblade-brivnik-oneblade-intimate,dm
Z dojenčkom in otrokom na poti,PHILIPS,"Trimer All-in-One 5000 10 v 1, 1 kos","49,95 €",https://www.dm.si/p/d/3103647/philips-trimer-all-in-one-5000-10-v-1,dm
Z dojenčkom in otrokom na poti,PHILIPS,"Brivnik za glavo Shaver Series 5000, 1 kos","69,95 €",https://www.dm.si/p/d/3127724/philips-brivnik-za-glavo-shaver-series-5000,dm
Z dojenčkom in otrokom na poti,PHILIPS,"Trimer All-in-One 7000 17 v 1, 1 kos","89,95 €",https://www.dm.si/p/d/3115312/philips-trimer-all-in-one-7000-17-v-1,dm
Z dojenčkom in otrokom na poti,PHILIPS,"Brivnik Shaver Series 5000X za mokro in suho..., 1 kos","79,95 €",https://www.dm.si/p/d/3109382/philips-brivnik-shaver-series-5000x-za-mokro-in-suho-britje,dm
Z dojenčkom in otrokom na poti,PHILIPS,"Urejevalnik brade 5000 BT5515, 1 kos","62,95 €",https://www.dm.si/p/d/3129776/philips-urejevalnik-brade-5000-bt5515,dm
Z dojenčkom in otrokom na poti,PHILIPS,"Brivnik za nosne in ušesne dlačice NT1000, 1 kos","16,95 €",https://www.dm.si/p/d/3107347/philips-brivnik-za-nosne-in-usesne-dlacice-nt1000,dm
Z dojenčkom in otrokom na poti,PHILIPS OneBlade,"Nadomestne glave za brivnik 360 blade, 1 kos","24,95 €",https://www.dm.si/p/d/1916523/philips-oneblade-nadomestne-glave-za-brivnik-360-blade,dm
Z dojenčkom in otrokom na poti,PHILIPS OneBlade,"Nadomestne glave za brivnik 360 blade, 3 kos","35,95 €",https://www.dm.si/p/d/1574418/philips-oneblade-nadomestne-glave-za-brivnik-360-blade,dm
Z dojenčkom in otrokom na poti,PHILIPS OneBlade,"Nadomestne glave za brivnik OneBlade Intimate, 2 kos","28,95 €",https://www.dm.si/p/d/2723004/philips-oneblade-nadomestne-glave-za-brivnik-oneblade-intimate,dm
